feature_index,NO2_t-1,NO2_t-2,NO2_t-3,NO2
0.0,0.23513925526979945,0.23781073427018096,0.2404822132705624,3.376428997268834e-05
0.0,0.232467776269418,0.23513925526979945,0.23781073427018096,3.326743327696542e-05
0.0,0.2297962972690365,0.232467776269418,0.23513925526979945,3.2770576581242494e-05
0.0,0.227124818268655,0.2297962972690365,0.232467776269418,3.227371988551958e-05
0.0,0.22445333926827354,0.227124818268655,0.2297962972690365,3.1776863189796654e-05
0.0,0.22178186026789204,0.22445333926827354,0.227124818268655,3.128000649407373e-05
0.0,0.2191103812675106,0.22178186026789204,0.22445333926827354,3.078314979835081e-05
0.0,0.21643890226712909,0.2191103812675106,0.22178186026789204,3.0286293102627887e-05
0.0,0.21376742326674758,0.21643890226712909,0.2191103812675106,2.9789436406904967e-05
0.0,0.21109594426636613,0.21376742326674758,0.21643890226712909,2.9292579711182043e-05
0.0,0.20842446526598463,0.21109594426636613,0.21376742326674758,2.05595169973094e-05
0.0,0.16146888662538678,0.20842446526598463,0.21109594426636613,3.377087523404043e-05
0.0,0.23250318363650302,0.16146888662538678,0.20842446526598463,4.698223347077146e-05
0.0,0.3035374806476193,0.23250318363650302,0.16146888662538678,2.03459057956934e-05
0.0,0.1603203505499433,0.3035374806476193,0.23250318363650302,5.642266114591621e-05
0.0,0.3542963906228077,0.1603203505499433,0.3035374806476193,9.249941649613902e-05
0.0,0.548272430695672,0.3542963906228077,0.1603203505499433,2.49321419687476e-05
0.0,0.18497943984585719,0.548272430695672,0.3542963906228077,3.0002025596331805e-05
0.0,0.21223898522797696,0.18497943984585719,0.548272430695672,2.27966156671755e-05
0.0,0.1734972283379465,0.21223898522797696,0.18497943984585719,1.700725442788098e-05
0.0,0.1423692248119103,0.1734972283379465,0.21223898522797696,2.441275773890084e-05
0.0,0.1821868357104815,0.1423692248119103,0.1734972283379465,3.181826104992069e-05
0.0,0.2220044466090526,0.1821868357104815,0.1423692248119103,2.52105928666424e-05
0.0,0.18647660337966243,0.2220044466090526,0.1821868357104815,2.637438046804164e-05
0.0,0.19273400951870778,0.18647660337966243,0.2220044466090526,2.753816806944087e-05
0.0,0.19899141565775308,0.19273400951870778,0.18647660337966243,2.8701955670840107e-05
0.0,0.20524882179679843,0.19899141565775308,0.19273400951870778,2.9865743272239342e-05
0.0,0.21150622793584373,0.20524882179679843,0.19899141565775308,3.63961880793795e-05
0.0,0.2466188596375088,0.21150622793584373,0.20524882179679843,3.531125660381142e-05
0.0,0.24078544392874812,0.2466188596375088,0.21150622793584373,3.4226325128243346e-05
0.0,0.23495202821998745,0.24078544392874812,0.2466188596375088,3.314139365267527e-05
0.0,0.22911861251122684,0.23495202821998745,0.24078544392874812,3.205646217710719e-05
0.0,0.22328519680246617,0.22911861251122684,0.23495202821998745,3.097153070153912e-05
0.0,0.2174517810937055,0.22328519680246617,0.22911861251122684,2.9886599225971043e-05
0.0,0.21161836538494483,0.2174517810937055,0.22328519680246617,2.8801667750402967e-05
0.0,0.20578494967618416,0.21161836538494483,0.2174517810937055,2.7716736274834893e-05
0.0,0.19995153396742354,0.20578494967618416,0.21161836538494483,2.6631804799266817e-05
0.0,0.19411811825866288,0.19995153396742354,0.20578494967618416,2.554687332369874e-05
0.0,0.1882847025499022,0.19411811825866288,0.19995153396742354,2.4461941848130664e-05
0.0,0.18245128684114154,0.1882847025499022,0.19411811825866288,2.3377010372562587e-05
0.0,0.17661787113238087,0.18245128684114154,0.1882847025499022,2.229207889699451e-05
0.0,0.1707844554236202,0.17661787113238087,0.18245128684114154,2.120714742142644e-05
0.0,0.16495103971485958,0.1707844554236202,0.17661787113238087,2.012221594585836e-05
0.0,0.1591176240060989,0.16495103971485958,0.1707844554236202,1.9037284470290285e-05
0.0,0.15328420829733824,0.1591176240060989,0.16495103971485958,1.7952352994722208e-05
0.0,0.14745079258857757,0.15328420829733824,0.1591176240060989,1.686742151915413e-05
0.0,0.1416173768798169,0.14745079258857757,0.15328420829733824,1.578249004358606e-05
0.0,0.13578396117105626,0.1416173768798169,0.14745079258857757,1.4697558568017982e-05
0.0,0.1299505454622956,0.13578396117105626,0.1416173768798169,1.3612627092449904e-05
0.0,0.12411712975353492,0.1299505454622956,0.13578396117105626,1.2527695616881829e-05
0.0,0.11828371404477427,0.12411712975353492,0.1299505454622956,3.0650327971670777e-05
0.0,0.21572475123762197,0.11828371404477427,0.12411712975353492,3.018947457652151e-05
0.0,0.21324685332863952,0.21572475123762197,0.11828371404477427,2.972862118137224e-05
0.0,0.210768955419657,0.21324685332863952,0.21572475123762197,2.9267767786222976e-05
0.0,0.20829105751067456,0.210768955419657,0.21324685332863952,2.8806914391073708e-05
0.0,0.20581315960169205,0.20829105751067456,0.210768955419657,2.834606099592444e-05
0.0,0.20333526169270955,0.20581315960169205,0.20829105751067456,2.788520760077517e-05
0.0,0.20085736378372704,0.20333526169270955,0.20581315960169205,3.0293576401163588e-05
0.0,0.21380658381194934,0.20085736378372704,0.20333526169270955,3.270194520155201e-05
0.0,0.22675580384017158,0.21380658381194934,0.20085736378372704,3.5110314001940424e-05
0.0,0.23970502386839387,0.22675580384017158,0.21380658381194934,3.751868280232884e-05
0.0,0.2526542438966161,0.23970502386839387,0.22675580384017158,3.419428399606009e-05
0.0,0.2347797507554532,0.2526542438966161,0.23970502386839387,3.0869885189791345e-05
0.0,0.21690525761429036,0.2347797507554532,0.2526542438966161,2.75454863835226e-05
0.0,0.19903076447312745,0.21690525761429036,0.2347797507554532,2.4221087577253847e-05
0.0,0.18115627133196455,0.19903076447312745,0.21690525761429036,2.08966887709851e-05
0.0,0.16328177819080167,0.18115627133196455,0.19903076447312745,1.757228996471635e-05
0.0,0.1454072850496388,0.16328177819080167,0.18115627133196455,1.42478911584476e-05
0.0,0.12753279190847588,0.1454072850496388,0.16328177819080167,2.46157028414018e-05
0.0,0.18327802273528898,0.12753279190847588,0.1454072850496388,3.4983514524356e-05
0.0,0.23902325356210213,0.18327802273528898,0.12753279190847588,4.5351326207310194e-05
0.0,0.2947684843889152,0.23902325356210213,0.18327802273528898,5.571913789026439e-05
0.0,0.35051371521572827,0.2947684843889152,0.23902325356210213,4.449527114047669e-05
0.0,0.2901656821042677,0.35051371521572827,0.2947684843889152,3.3271404390688986e-05
0.0,0.22981764899280704,0.2901656821042677,0.35051371521572827,2.204753764090128e-05
0.0,0.16946961588134646,0.22981764899280704,0.2901656821042677,3.423247471801005e-05
0.0,0.23498509308570054,0.16946961588134646,0.22981764899280704,2.0870513253612444e-05
0.0,0.16314103872691377,0.23498509308570054,0.16946961588134646,1.8725111355403595e-05
0.0,0.15160572851014315,0.16314103872691377,0.23498509308570054,1.6579709457194742e-05
0.0,0.14007041829337252,0.15160572851014315,0.16314103872691377,1.4434307558985893e-05
0.0,0.1285351080766019,0.14007041829337252,0.15160572851014315,1.6083952505141497e-05
0.0,0.13740485235030642,0.1285351080766019,0.14007041829337252,1.7733597451297102e-05
0.0,0.14627459662401093,0.13740485235030642,0.1285351080766019,1.9383242397452707e-05
0.0,0.15514434089771545,0.14627459662401093,0.13740485235030642,2.103288734360831e-05
0.0,0.16401408517141997,0.15514434089771545,0.14627459662401093,2.268253228976392e-05
0.0,0.17288382944512454,0.16401408517141997,0.15514434089771545,4.259307388565503e-05
0.0,0.2799380247845941,0.17288382944512454,0.16401408517141997,1.7999194824369624e-05
0.0,0.14770264984504555,0.2799380247845941,0.17288382944512454,2.5092944269999865e-05
0.0,0.1858440351601729,0.14770264984504555,0.2799380247845941,2.4439635429492533e-05
0.0,0.18233135059095418,0.1858440351601729,0.14770264984504555,2.37863265889852e-05
0.0,0.17881866602173546,0.18233135059095418,0.1858440351601729,2.3133017748477872e-05
0.0,0.17530598145251675,0.17881866602173546,0.18233135059095418,2.247970890797054e-05
0.0,0.17179329688329803,0.17530598145251675,0.17881866602173546,2.1826400067463208e-05
0.0,0.16828061231407931,0.17179329688329803,0.17530598145251675,2.117309122695588e-05
0.0,0.1647679277448606,0.16828061231407931,0.17179329688329803,2.0519782386448547e-05
0.0,0.16125524317564185,0.1647679277448606,0.16828061231407931,1.986647354594121e-05
0.0,0.1577425586064231,0.16125524317564185,0.1647679277448606,1.9213164705433883e-05
0.0,0.1542298740372044,0.1577425586064231,0.16125524317564185,2.147790967553322e-05
0.0,0.16640686325949305,0.1542298740372044,0.1577425586064231,2.374265464563256e-05
0.0,0.1785838524817817,0.16640686325949305,0.1542298740372044,2.6007399615731887e-05
0.0,0.19076084170407026,0.1785838524817817,0.16640686325949305,2.8272144585831222e-05
0.0,0.20293783092635892,0.19076084170407026,0.1785838524817817,3.053688955593056e-05
0.0,0.21511482014864752,0.20293783092635892,0.19076084170407026,3.280163452602989e-05
0.0,0.22729180937093613,0.21511482014864752,0.20293783092635892,3.506637949612923e-05
0.0,0.23946879859322479,0.22729180937093613,0.21511482014864752,1.4416313206311315e-05
0.0,0.128438356768409,0.23946879859322479,0.22729180937093613,2.004264752031304e-05
0.0,0.15868980371149974,0.128438356768409,0.23946879859322479,1.754354889271781e-05
0.0,0.145252751215329,0.15868980371149974,0.128438356768409,2.58979998761788e-05
0.0,0.19017262560598985,0.145252751215329,0.15868980371149974,4.031481269824629e-05
0.0,0.2676883621113537,0.19017262560598985,0.145252751215329,5.473162552031378e-05
0.0,0.34520409861671764,0.2676883621113537,0.19017262560598985,6.914843834238127e-05
0.0,0.4227198351220815,0.34520409861671764,0.2676883621113537,1.9168732251273468e-05
0.0,0.15399097141347656,0.4227198351220815,0.34520409861671764,2.9020483149603628e-05
0.0,0.20696146747086563,0.15399097141347656,0.4227198351220815,3.887223404793379e-05
0.0,0.25993196352825476,0.20696146747086563,0.15399097141347656,4.8723984946263954e-05
0.0,0.3129024595856439,0.25993196352825476,0.20696146747086563,3.98592813629269e-05
0.0,0.2652390796385658,0.3129024595856439,0.25993196352825476,3.0994577779589846e-05
0.0,0.21757569969148766,0.2652390796385658,0.3129024595856439,2.2129874196252786e-05
0.0,0.16991231974440954,0.21757569969148766,0.2652390796385658,2.8029331588186324e-05
0.0,0.20163228381426007,0.16991231974440954,0.21757569969148766,3.392878898011986e-05
0.0,0.23335224788411063,0.20163228381426007,0.16991231974440954,3.98282463720534e-05
0.0,0.26507221195396113,0.23335224788411063,0.20163228381426007,3.833927439700346e-05
0.0,0.2570663676174672,0.26507221195396113,0.23335224788411063,3.685030242195353e-05
0.0,0.24906052328097333,0.2570663676174672,0.26507221195396113,3.5361330446903594e-05
0.0,0.2410546789444794,0.24906052328097333,0.2570663676174672,3.387235847185366e-05
0.0,0.23304883460798548,0.2410546789444794,0.24906052328097333,3.238338649680372e-05
0.0,0.22504299027149155,0.23304883460798548,0.2410546789444794,3.089441452175379e-05
0.0,0.21703714593499762,0.22504299027149155,0.23304883460798548,2.33174032473471e-05
0.0,0.17629737795063039,0.21703714593499762,0.22504299027149155,2.609038953475344e-05
0.0,0.19120705854650782,0.17629737795063039,0.21703714593499762,2.886337582215977e-05
0.0,0.20611673914238526,0.19120705854650782,0.17629737795063039,3.163636210956611e-05
0.0,0.2210264197382627,0.20611673914238526,0.19120705854650782,3.440934839697244e-05
0.0,0.23593610033414014,0.2210264197382627,0.20611673914238526,3.718233468437877e-05
0.0,0.2508457809300175,0.23593610033414014,0.2210264197382627,3.995532097178511e-05
0.0,0.265755461525895,0.2508457809300175,0.23593610033414014,3.511666982376482e-05
0.0,0.23973919759429957,0.265755461525895,0.2508457809300175,3.027801867574453e-05
0.0,0.21372293366270412,0.23973919759429957,0.265755461525895,2.543936752772424e-05
0.0,0.1877066697311086,0.21372293366270412,0.23973919759429957,2.060071637970396e-05
0.0,0.16169040579951324,0.1877066697311086,0.21372293366270412,1.5762065231683664e-05
0.0,0.13567414186791776,0.16169040579951324,0.1877066697311086,2.896323894674424e-05
0.0,0.20665367915453847,0.13567414186791776,0.16169040579951324,3.176657628500834e-05
0.0,0.2217265500539864,0.20665367915453847,0.13567414186791776,6.196420144988224e-05
0.0,0.384091920559811,0.2217265500539864,0.20665367915453847,9.216182661475614e-05
0.0,0.5464572910656356,0.384091920559811,0.2217265500539864,2.3109085304895416e-05
0.0,0.1751773024571269,0.5464572910656356,0.384091920559811,2.241086531284964e-05
0.0,0.17142314142346537,0.1751773024571269,0.5464572910656356,2.171264532080386e-05
0.0,0.16766898038980382,0.17142314142346537,0.1751773024571269,2.101442532875808e-05
0.0,0.16391481935614227,0.16766898038980382,0.17142314142346537,2.03162053367123e-05
0.0,0.16016065832248072,0.16391481935614227,0.16766898038980382,2.2466027076006867e-05
0.0,0.17171973296216675,0.16016065832248072,0.16391481935614227,2.461584881530144e-05
0.0,0.18327880760185283,0.17171973296216675,0.16016065832248072,2.6765670554596e-05
0.0,0.1948378822415388,0.18327880760185283,0.17171973296216675,9.863826562650502e-06
0.0,0.10396073057810151,0.1948378822415388,0.18327880760185283,3.562984784366563e-05
0.0,0.24249843243087077,0.10396073057810151,0.1948378822415388,3.337336238473654e-05
0.0,0.23036585261442222,0.24249843243087077,0.10396073057810151,3.247552740504034e-05
0.0,0.2255384097828902,0.23036585261442222,0.24249843243087077,2.727088849496795e-05
0.0,0.19755431764421738,0.2255384097828902,0.23036585261442222,2.206624958489556e-05
0.0,0.16957022550554463,0.19755431764421738,0.2255384097828902,2.898094680858776e-05
0.0,0.20674889007040992,0.16957022550554463,0.19755431764421738,3.589564403227996e-05
0.0,0.24392755463527516,0.20674889007040992,0.16957022550554463,4.281034125597216e-05
0.0,0.28110621920014045,0.24392755463527516,0.20674889007040992,3.726838622242212e-05
0.0,0.25130845936187174,0.28110621920014045,0.24392755463527516,3.440013970248401e-05
0.0,0.23588658739779744,0.25130845936187174,0.28110621920014045,3.15318931825459e-05
0.0,0.22046471543372315,0.23588658739779744,0.25130845936187174,2.866364666260779e-05
0.0,0.20504284346964885,0.22046471543372315,0.23588658739779744,2.579540014266968e-05
0.0,0.18962097150557455,0.20504284346964885,0.22046471543372315,2.2927153622731566e-05
0.0,0.1741990995415002,0.18962097150557455,0.20504284346964885,8.224624616559595e-05
0.0,0.49314359885910714,0.1741990995415002,0.18962097150557455,7.441238189390528e-05
0.0,0.4510227940600286,0.49314359885910714,0.1741990995415002,6.657851762221461e-05
0.0,0.40890198926094995,0.4510227940600286,0.49314359885910714,5.874465335052394e-05
0.0,0.36678118446187136,0.40890198926094995,0.4510227940600286,5.091078907883327e-05
0.0,0.32466037966279276,0.36678118446187136,0.40890198926094995,4.30769248071426e-05
0.0,0.2825395748637141,0.32466037966279276,0.36678118446187136,3.524306053545194e-05
0.0,0.24041877006463552,0.2825395748637141,0.32466037966279276,2.740919626376126e-05
0.0,0.19829796526555687,0.24041877006463552,0.2825395748637141,2.993729049194372e-05
0.0,0.21189092013506594,0.19829796526555687,0.24041877006463552,3.246538472012617e-05
0.0,0.22548387500457495,0.21189092013506594,0.19829796526555687,4.761277887155302e-05
0.0,0.3069277716741378,0.22548387500457495,0.21189092013506594,7.09965024725534e-05
0.0,0.432656431645008,0.3069277716741378,0.22548387500457495,5.923807839280926e-05
0.0,0.3694342122867447,0.432656431645008,0.3069277716741378,4.747965431306511e-05
0.0,0.3062119929284815,0.3694342122867447,0.432656431645008,3.5721230233320966e-05
0.0,0.24298977357021823,0.3062119929284815,0.3694342122867447,3.539698324554289e-05
0.0,0.24124637547124378,0.24298977357021823,0.3062119929284815,3.5072736257764824e-05
0.0,0.23950297737226933,0.24124637547124378,0.24298977357021823,3.474848926998675e-05
0.0,0.23775957927329489,0.23950297737226933,0.24124637547124378,1.9676748706842773e-05
0.0,0.15672245375956223,0.23775957927329489,0.23950297737226933,3.512906550895423e-05
0.0,0.23980584621343642,0.15672245375956223,0.23775957927329489,2.533884617150761e-05
0.0,0.18716619056571898,0.23980584621343642,0.15672245375956223,2.329750350327231e-05
0.0,0.17619038181096597,0.18716619056571898,0.23980584621343642,4.489502559105556e-05
0.0,0.29231506567748616,0.17619038181096597,0.18716619056571898,6.64925476788388e-05
0.0,0.4084397495440064,0.29231506567748616,0.17619038181096597,8.809006976662204e-05
0.0,0.5245644334105266,0.4084397495440064,0.29231506567748616,2.372477865719702e-05
0.0,0.17848773758964542,0.5245644334105266,0.4084397495440064,3.407267649890855e-05
0.0,0.2341258964797116,0.17848773758964542,0.5245644334105266,2.997756882905378e-05
0.0,0.2121074870701321,0.2341258964797116,0.17848773758964542,2.588246115919901e-05
0.0,0.1900890776605526,0.2121074870701321,0.2341258964797116,2.178735348934424e-05
0.0,0.1680706682509731,0.1900890776605526,0.2121074870701321,1.769224581948947e-05
0.0,0.14605225884139364,0.1680706682509731,0.1900890776605526,4.8421701649203897e-05
0.0,0.31127715497122777,0.14605225884139364,0.1680706682509731,5.204676926950924e-05
0.0,0.3307682720397379,0.31127715497122777,0.14605225884139364,5.351957467307026e-05
0.0,0.3386871926080456,0.3307682720397379,0.31127715497122777,5.4992380076631285e-05
0.0,0.3466061131763533,0.3386871926080456,0.3307682720397379,5.6465185480192304e-05
0.0,0.354525033744661,0.3466061131763533,0.3386871926080456,4.1265026084147394e-05
0.0,0.2727974310404193,0.354525033744661,0.3466061131763533,3.513190313242376e-05
0.0,0.23982110343262075,0.2727974310404193,0.354525033744661,4.018802792415954e-05
0.0,0.267006670862234,0.23982110343262075,0.2727974310404193,2.2539270503330044e-05
0.0,0.17211354526195904,0.267006670862234,0.23982110343262075,2.5919127438100983e-05
0.0,0.19028622342703205,0.17211354526195904,0.267006670862234,5.244915882940404e-05
0.0,0.3329318239622246,0.19028622342703205,0.17211354526195904,2.4249147827504203e-05
0.0,0.1813071445514151,0.3329318239622246,0.19028622342703205,1.93674804904731e-05
0.0,0.15505959291330776,0.1813071445514151,0.3329318239622246,2.453348497510888e-05
0.0,0.18283595703475913,0.15505959291330776,0.1813071445514151,2.969948945974465e-05
0.0,0.21061232115621042,0.18283595703475913,0.15505959291330776,3.486549394438043e-05
0.0,0.23838868527766177,0.21061232115621042,0.18283595703475913,3.131978155579418e-05
0.0,0.21932424221180247,0.23838868527766177,0.21061232115621042,2.469934952387121e-05
0.0,0.1837277708368889,0.21932424221180247,0.23838868527766177,2.0470495655899867e-05
0.0,0.16099024027482217,0.1837277708368889,0.21932424221180247,2.103275801346172e-05
0.0,0.16401338979431485,0.16099024027482217,0.1837277708368889,1.307888396695489e-05
0.0,0.12124732128837323,0.16401338979431485,0.16099024027482217,8.595435881867768e-06
0.0,0.09714089882951163,0.12124732128837323,0.16401338979431485,4.111987796780644e-06
0.0,0.07303447637065003,0.09714089882951163,0.12124732128837323,-3.714602883064799e-07
0.0,0.048928053911788415,0.07303447637065003,0.09714089882951163,6.329757979983697e-06
0.0,0.08495889345730863,0.048928053911788415,0.07303447637065003,2.9521106625907123e-05
0.0,0.20965319954483286,0.08495889345730863,0.048928053911788415,1.8771940934432983e-05
0.0,0.15185751989798324,0.20965319954483286,0.08495889345730863,8.02277524295884e-06
0.0,0.09406184025113357,0.15185751989798324,0.20965319954483286,-2.7263904485153034e-06
0.0,0.036266160604283906,0.09406184025113357,0.15185751989798324,1.8278372408531144e-05
0.0,0.14920372059619963,0.036266160604283906,0.09406184025113357,3.928313526557759e-05
0.0,0.2621412805881153,0.14920372059619963,0.036266160604283906,1.5229278687911574e-05
0.0,0.13280947671270227,0.2621412805881153,0.14920372059619963,2.1614827346638776e-05
0.0,0.16714303665976782,0.13280947671270227,0.2621412805881153,1.6223642887780443e-05
0.0,0.13815593395389078,0.16714303665976782,0.13280947671270227,1.083245842892211e-05
0.0,0.10916883124801374,0.13815593395389078,0.16714303665976782,1.5376481314888224e-05
0.0,0.13360094984802337,0.10916883124801374,0.13815593395389078,3.835798634099774e-05
0.0,0.2571669772416654,0.13360094984802337,0.10916883124801374,3.132400524918921e-05
0.0,0.21934695199574222,0.2571669772416654,0.13360094984802337,-6.735865554219345e-06
0.0,0.0147081769046662,0.21934695199574222,0.2571669772416654,-1.2737425549858017e-06
0.0,0.04407669908734902,0.0147081769046662,0.21934695199574222,4.188380444247741e-06
0.0,0.07344522127003185,0.04407669908734902,0.0147081769046662,8.431479500359274e-06
0.0,0.0962593447839509,0.07344522127003185,0.04407669908734902,1.2674578556470806e-05
0.0,0.11907346829786997,0.0962593447839509,0.07344522127003185,1.6917677612582338e-05
0.0,0.14188759181178903,0.11907346829786997,0.0962593447839509,2.116077666869387e-05
0.0,0.1647017153257081,0.14188759181178903,0.11907346829786997,2.1657522665918805e-05
0.0,0.16737259912687963,0.1647017153257081,0.14188759181178903,2.2154268663143742e-05
0.0,0.1700434829280512,0.16737259912687963,0.1647017153257081,2.265101466036868e-05
0.0,0.17271436672922275,0.1700434829280512,0.16737259912687963,2.773705728031928e-05
0.0,0.20006079512840919,0.17271436672922275,0.1700434829280512,3.282309990026988e-05
0.0,0.22740722352759557,0.20006079512840919,0.17271436672922275,4.114306193514494e-06
0.0,0.07304694183250723,0.22740722352759557,0.20006079512840919,1.1239674677199218e-05
0.0,0.11135833511351681,0.07304694183250723,0.22740722352759557,1.3462704373523591e-05
0.0,0.12331103133775531,0.11135833511351681,0.07304694183250723,2.1799035494041163e-05
0.0,0.16813347958168245,0.12331103133775531,0.11135833511351681,3.013536661455873e-05
0.0,0.21295592782560951,0.16813347958168245,0.12331103133775531,1.31702527141897e-05
0.0,0.12173858907570538,0.21295592782560951,0.16813347958168245,2.565234899520874e-05
0.0,0.18885181987752547,0.12173858907570538,0.21295592782560951,3.13724231091328e-05
0.0,0.2196072831882091,0.18885181987752547,0.12173858907570538,2.9229277060949247e-05
0.0,0.20808410213468104,0.2196072831882091,0.18885181987752547,2.708613101276569e-05
0.0,0.19656092108115297,0.20808410213468104,0.2196072831882091,1.369368146697525e-05
0.0,0.1245529396385531,0.19656092108115297,0.20808410213468104,1.1539396837179083e-05
0.0,0.11296986910959224,0.1245529396385531,0.19656092108115297,6.37214834569022e-05
0.0,0.39354040343206365,0.11296986910959224,0.1245529396385531,4.048875416629016e-05
0.0,0.2686236035666361,0.39354040343206365,0.11296986910959224,2.8845427095802727e-05
0.0,0.20602023315593243,0.2686236035666361,0.39354040343206365,1.72021000253153e-05
